Bill Run Date,Service Id,Customer Id,Site ID,Own By,RCA Category,RCA  Sub Category,ABP Analysis,OSO Analysis - Rebill,Review Comment,Patch Details - All,Next Action,Lession Learnt,Previous ReviewComments
"February 1, 2025",EVCE2842872 UNI2842869,130526610,OSite_717475_1,,,,NB call received on 2nd Jan 25 to activate the EVCE and UNI with the backdate of 21st Nov 2023. However EQP and SAC subscribers are still not created ,"Please open a new SR .This need handling from OSO and ABP end to handle all other subscriber. Also tag the SR on my name:-Abhishek Agrahari

1/23: This is a chronic order.On a high level, Billing flow not deccomposed as expected. Subsciber should not have created here. Please take joe approval and cancel the subscriber so that we  customer would not be charge. SR019550186  : SR still in our queue for further RCA investigation. Please proceed with WA for now. Previous SR on this order : SR019545625",,To run ceaseSubscriber API to cancel these subscirbers from date of 21st Nov 2023,,,"[3/19 Abhishek]: Venkata will reachout to CPM user to check why this was pending so long and also check about usage with TTU team.
3/20 Kalyan-  sales and CMP were waiting for customer response to go on suspension that is why it
took long time to complete the tasks
3/20 Saurabh - As discussed during onshore call, this delay happened due to customer’s site got flooded and there was no response (as per CPM).
Due to this customer is claiming services were not used and should have been disconnected.
@Sapra, Sonalika (Contractor) to check and confirm with TTU team if customer was using services from 2/24 (OSite_668510_1 - 300 Brickstone Sq  #4) , if no usage then we will let rebill process and credits of ~14k to be applied to the account 708745060
3/28 Saurabh - Removed Rebill entry (no credit will be given) as per requested by Dale/Sonalika"
"February 1, 2025",INS3465508 EQP3465498 SAC3465178 BI3465499,130949054,OSite_838600_1,,,,NB call received on 17th Jan 2025 to activate the BI services with the date of 17th Jan 2025 however EQP is effectiev from 16th Jan 2025 and INS subscirber is effective from 19th July 2024,Here Billing date of INS should be aligned with BI . Please open a new SR to check it further as of now we don't have logs for July 2024 . We need more investigation on this.,,"To change the effective date of EQP and INS subscirber to 17th Jan 2025 in CM tables (SUBSCRIBER, SERVICE_AGREEMENT_PARAM,CM1_AGREEMENT_PARAM) and Invoicing table (BL1_RC_RATES). After patch, this record will be removed from rebill",,,"[3/19 Abhishek]: To update the impact

3/26: Somnath to raise SR to track the patch
03/26: Somnath raised SR019569958"
"February 1, 2025",BI3695577 INS3695578 SAC3675207 EQP3695582,130297967,OSite_860008_1,,,,NB call received on 3rd Jan 25 to activate the BI services with the backdate of 22nd November 24,Here We can see PTD was set for 5th Feb 2025(Still future date) and PONR flag was released on 3rd Jan while last activity completed in nov 2024.No SR found .Please check for user expecation here :- if he wanted the same date and if so why PTD was not changed instead flag was released manually . ,,,,,03/19 Sumanta - SR019568026 raised
"February 1, 2025",BVE3609861 EQP3609860,130378744,OSite_620661_1,,,,NB call received on 7th Jan 25 to activate the BVE services with backdate of 31st December 2024,"User Education/WAD: user(McMicheal Jen) delayed the manual task ""DOI Callflow Design GT"" from 31st Dec to 7th jan 2025. Also this is just 7 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,03/19 Sumanta - SR019568026 raised
"February 1, 2025",BVE3184227 EQP3184226,130692240,OSite_764429_1,,,,NB call received on 7th Jan 25 to activate the BVE services with backdate of 30th December 2024,"This issue is due to side effect of defect:1550014 where BVE service PONR was not in sync with BVE EQP and hence missing dependecy. Activity which picks the billing date crosssed on 20th Dec and User changed the PTD of 6th Jan on 27th Dec 2024 where as previous PTD was 20th Dec 2024. And Order crossed PONR on 30th Dec .This is very rare edge case scenario and came due to possible combination of all three factor:- defect, User PTD date change, PTD was changed post execution of activity which picks the date. As per OSO , date should be same i.e. 30th Dec.",,,,,03/19 Sumanta - SR019568026 raised
"February 1, 2025",EQP_291_3022692,130610914,"309 MAIN ST REAR_EXPRESS,MOON STAR(OSite_740824_1)",,,,NB call received on 10th Jan to change the quantity from 2->1 and unit price is $3.95 but protected price was not sent therefore price is not updated at billing end.,"This is a migrated customer which was initially migrated with 2 Quantity of Device and accessories...
On 10st OCT 2024,for the 1st version rate change performed  in that unit price got changed from 7.9 to 3.95 and quantity updated from 2-->1 and same updated in SQO,but when we check in OMS for the 1st version of this product we can see that  both unit price and protected price are not updated correctly at the time of rate change but quantity was not updaated  which can be because of align price API issues.
after that user create amend on 11 JAN 25 in that user reduce quantity from 2 to 1 so correct price is $3.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the first version.
please patch it at billing side. ",,"
Update ""Protected price"" parameter to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices",,,
"February 1, 2025",EQP_411_3844561,131163312,"1300 SE STARK ST STE 203_REVOLUTION HALL,CO(OSite_871226_1)",,,,NB call received on 13th Jan to change the quantity from 2->1 and unit price is $3.95 but protected price was not sent therefore price is not updated at billing end.,"This is a migrated customer which was initially migrated with 2 Quantity of Device and accessories...
On 1st JAN 2025,for the 1st version rate change performed  in that unit price got changed from 9.9 to 4.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 13 JAN 25 in that user reduce quantity from 2 to 1 so correct price is $4.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side ",,"
Update ""Protected price"" parameter to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices",,,
"February 1, 2025",EQP_411_3839803,131164356,"7311 NE 43RD AVE_CONSTRUCTION,H(OSite_890579_1)",,,,NB call received on 16th Jan to change the quantity from 9->1 and unit price is $6.95 but protected price was not sent therefore price is not updated at billing end.,"This is a migrated customer which was initially migrated with 9 Quantity of Device and accessories...
On 1st JAN 2025,for the 1st version rate change performed  in that unit price got changed from 62.55 to 6.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 16 JAN 25 in that user reduce quantity from 9 to 1 so correct price is $6.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the first version.
please patch it at billing side mapped it to Defect-2800066",,"
Update ""Protected price"" parameter to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices",,,
"February 1, 2025",PRI_151_2243542,130406833,1301 MORAN RD_KALOTHIA(OSite_643009_1),,,,NB call received on 11th december 24 to change the unti price->439.00 and quantity->1,"This is a migrated customer which was initially migrated with 1 PRI quantity
user create amend on Dec 12, 2024 and Protected unit price was 439.00
please patch it at billing side. ",,"
Update ""Protected price"" parameter to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices",,,
"January 15, 2025",BVE2483832 EQP2483831 ,130453952,OSite_674525_1 ,,,,NB call on 3rd Jan to create the BVe and EQP subscriber with the date of 01-JUL-24,"""Broadsoft Equipment Update for Move"" was stuck from July 2024 till 3rd Dec. And this was handled by the Incubation team under SR019545475.
RCA Provided: Old order delayed by More than 2 years. order start date: Sept 2022 :Looks Impact of Some ENV issue.Worked on retry , no other instance found",,"To update the effective date from 7/1/24-> 10/15/24 in CM (CM1_AGREEMENT_PARAM,CHARGE_DISTRIBUTE, SUBSCRIBER) and INV tables (BL1_RC_RATES, BL1_CHARGE_REQUEST).",,,"3/27: somnath to raise Srfor the script which Abhishek A. will work on and add it in tracker for open items.
03/27: Somnath: SR019570603 raised"
"January 15, 2025",SAC3461168 EVCE3461183 UNI3461182 EQP3461226 ,130420126,OSite_653751_1 ,,User Education,User Task Delay,NB on 6th Jan t create the subscribers with the effective date of 23-OCT-24,"User Education: USer (Holland jesse) delayed the task ""Capture  Switch /CM/NID"" from 23rd oct to 7th Jan",,,,, 
"January 15, 2025",UNI1615897 EVCE1615896 EQP1615895 SAC1615893 UNI3581963 EVCE3581964 ,130261348,OSite_531512_1 ,,Interface,CLIPS Fallout,"NB came on 18-DEC-24 to create UNI3581963, EVCE3581964 with the date of 15-NOV-24",Interface: CLIPS issue: SR019542945 :NB delayed due to fallout on Decommisioned Swapped CPE which was handled by CLIPS (Dishant Mehta) team.,,,,, 
"January 15, 2025",UNI3504513 EVCE3504512 SAC3504509 EQP3504511 ,130955665,OSite_842971_1 ,,User Education,User Task Delay,Nb on 2nd Jan to create the subscriber with the backdate of 16-Oct-24,"User Education: USer (Dipallina Mathew) delayed the task ""Capture  Switch /CM/NID"" from oct to 2nd Jan",,,,, 
"January 15, 2025",EQP2345401 ,130324153,OSite_629505_1 ,,,,"Brett Bogert used DTL to backdate disconnect date from 02-AUG-24 to 10-JUL-24, However feature not used for BVE subscriber ",Not Required,,,,,3/27: Need SR to track patch
"January 15, 2025",PRI_155_2185185,130398257,OSite_632838_1,,,,"Due to defect 2709210, stepped promo which should have expired on 22nd MArch , 2028 got expired early on 26th December, when an NB came on this subscriber",Not Required,,"Revalidate RC in bl1_rc_rates , Update expiration date to null in service_agreement, cm1_agreement_param, charge_distribute. Set promotion expiration date in cm9_driver_upd_apram_tn and cm1_agreement_param ",,, 
"January 1, 2025",UNI2916546 EVCE2916545 ,130344031,OSite_723522_1 ,,,,NB call came on 06-Dec-24 to create UNI and EVC  subscribers with the backdate of 24-JUL-24,July 2023 order. sync point was not executed properly at that time that caused order to stuck at Billing sync activity. dont have logs to check the reason,,Need to patch for 90 days. Change effective date to 1st October,,,3/26: Somnath to raise SR 
"January 1, 2025",UNI_291_3000381 EVCE_291_3003611 SACM_291_3002991 EQP_291_3001313 ,130607405,OSite_739521_1 ,,Environment,RELEASE PONR,NB came on 09-DEC-24 to cease the services with the backdate of 03-JUL-24.,Billing cease shopuld have been done on July 13 2024 and that time we had Production upgrade so sytem was down.. so flag not got released,,,,,3/26: Somnath to raise SR 
"January 1, 2025",UNI_901_1683168 EVCE_901_1671062 SACM_901_1668821 ,130297939,OSite_549120_1 ,,,,Update parameter call came on 10-DEC-24 to update bandwidth from 500 to 1000 with the backdate of 11-SEP-24,"shared Site acess scenario,Delayed caused by another EDI's EQP where user delayed  task 'Capture Switch/CM/NID Details (SWAP)' from oct to december and for sept to OCT scheduling was delayed seems like some Work order issue multiple work orders where cancelled.. so majority user education scenario",,,,,3/26: Somnath to raise SR 
"January 1, 2025",EQP3238578 MR3238577 BVE3238589 EQP3238588 ,130702889,OSite_770898_1 ,,User Education,User Task Delay,NB came on 10-DEC-24 to activate BVE and EQP with the backdate of 29-OCT-24,task 'DOI Call Flow Design GT' delayed by user (Shaw melody) from oct to december,,,,,3/26: Somnath to raise SR 
"January 1, 2025",BVE3574569 EQP3574570 ,130966399,OSite_850645_1 ,,User Education,User Task Delay,NB came on 11-DEC-24 to start the services with the date of 28-OCT-24,task 'DOI Call Flow Design GT' delayed by user (Haywood Candace) from oct to december,,,,,3/26: Somnath to raise SR 
"January 1, 2025",BVE3189092 EQP3189085 ,130483628,OSite_691861_1 ,,User Education,User Task Delay,NB came on 12-DEC-24 to start the services with the date if 18-NOV-24,"Activity ''Update DA/DL in Neustar"" was stuck at OSO, interface issue OMW",,,,, 
"January 1, 2025",BVE3196519 EQP3196520 ,130610765,OSite_765967_1 ,,User Education,User Task Delay,NB came on 10-DEC-24 to start the services with the date if 13-NOV-24,task 'DOI Call Flow Design GT' delayed by user (Rueckheim Donald) from oct to december,,,,, 
"January 1, 2025",EQP_451_3434892 ,130939807,"1106 N BAY AVE_PASTA,PANZONES PIZZA AND(OSite_824855_1) ",,,,"Quantity updated from 6 to 1 for Billing ID: 33414622 on 15-OCT-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. ","This is a migrated customer which was initially migrated with 6 Quantity of Device and accessories...
on 01-OCT-24 for the 1st version rate change performed  in that unit price got changed from 0 to 3.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 15 OCT 24 in that user reduce quantity from 6 to 1 so correct price is $3.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,, 
"January 1, 2025",EQP_451_3405038 ,130941115,"46 S MAIN ST STE 1_RISK MGT,CONTRACTORS(OSite_836419_1) ",,,,"Quantity updated from 2 to 1 for Billing ID: 33567218 on 04-SEP-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. (4.95*1=4.95)","This is a migrated customer which was initially migrated with 6 Quantity of Device and accessories...
on 01-OCT-24 for the 1st version rate change performed  in that unit price got changed from 0 to 3.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 15 OCT 24 in that user reduce quantity from 6 to 1 so correct price is $3.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,,[01-Apr-25]- Biswajit - Billing backdated to 21st March with the new rate of $8.00
"January 1, 2025",EQP_291_3025277 ,130610553,"10140 PISCATAWAY RD_FARMS,MILLERS(OSite_739160_1) ",,,,"Quantity updated from 3 to 1 for Billing ID: 28770011 on 24-OCT-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. (4.95*1=4.95)","This is a migrated customer which was initially migrated with 3 Quantity of Device and accessories...
on 01-OCT-24 for the 1st version rate change performed  in that unit price got changed from 0 to 4.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 15-OCT-24 in that user reduce quantity from 3 to 1 so correct price is $4.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,,[01-Apr-25]- Biswajit - Billing backdated to 05th March with the new rate of $8.00
"January 1, 2025",EQP_451_3435148 ,130943291,"133 PLUM ST UNIT HMOFC_INC,GEDAE(OSite_833449_1) ",,,,"Quantity updated from 4 to 1 for Billing ID: 33522054 on 23-AUG-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. (4.95*1=4.95)","This is a migrated customer which was initially migrated with 4 Quantity of Device and accessories...
on 01-AUG-24 for the 1st version rate change performed  in that unit price got changed from 0 to 4.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 23-AUG-24 in that user reduce quantity from 4 to 1 so correct price is $4.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,,[01-Apr-25]- Biswajit - Billing backdated to 10th March with the new rate of $8.00
"January 1, 2025",EQP_291_3019898 ,130610206,"10810 DARNESTOWN RD_TULI MD PC,RAMAN(OSite_738651_1) ",,,,"Quantity updated from 8 to 1 for Billing ID: 28762457 on 13-NOV-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. (4.95*1=4.95)","This is a migrated customer which was initially migrated with 8 Quantity of Device and accessories...
on 01-OCT-24 for the 1st version rate change performed  in that unit price got changed from 0 to 4.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 11-NOV-24 in that user reduce quantity from 8 to 1 so correct price is $4.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,,[01-Apr-25]- Biswajit - Billing backdated to 14th March with new rate of $8.00
"January 1, 2025",EQP_151_2248972 ,130407355,1340 W SMITH ST-Calvary Chapel South(OSite_645310_1) ,,,,"Quantity updated from 10 to 1 for Billing ID: 20821254 on 16-DEC-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. (4.95*1=4.95)","This is a migrated customer which was initially migrated with 10 Quantity of Device and accessories...
on 01-OCT-24 for the 1st version rate change performed  in that unit price got changed from 0 to 4.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 16-DEC-24 in that user reduce quantity from 10 to 1 so correct price is $4.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,, 
"January 1, 2025",BVE_151_2246327 ,130406536,148 N AKERS ST_NULL_ENVIRONMENT CONTROL(OSite_641487_1) ,,,,"Quantity updated from 8 to 1 for Billing ID: 20785772 on 09-DEC-24, however, updated protected price was not sent to billing.So ideally CPQ amount should be correct. (44.95*1=44.95)","This is a migrated customer which was initially migrated with 8 Quantity of Device and accessories...
on 01-OCT-24 for the 1st version rate change performed  in that unit price got changed from 0 to 44.95 and same updated in SQO,but when we check in OMS for the 0th version of this product we can see that only both unit price and protected price are not updated correctly at the time of rate change which can be because of align price API issues.
after that user create amend on 15 OCT 24 in that user reduce quantity from 8 to 1 so correct price is $44.95 .
Now since Protected price was same for both the versions that's why it was not sent to billing for the second version.
please patch it at billing side mapped it to Defect-2719023",,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,,"4/7 Anisha: Abhishek A. to double chekc the ticket mentioned, whether it was SNP issue or something at OSO.
 4/9 Prateek: SNP issue only not an OSO issue
4/10: Biswajit to raise an SR for SNP for RCA purpose. It will be added in tracker for Open items"
"January 1, 2025",BVE_411_3845181,131172021,"3995 N GEORGE STREET EXT_YORK LLC,ALLEGHEN(OSite_871154_1) ",,,,"Quantity updated from 1 to 7 on 18-DEC-24. Unit price is 59.7 in Billing. 
59.7*7=417.9.
In SQO user created a amend, and unit price was changed from 59.70 to 9.95, and also the quantity changed to 7, so price was changed to 69.65.
It is scheduled for rate chnage on 01-JAN-25 to update unit price to 9.95, and the price will come in sync post that. ",,,Update protected price to match the SQO price.Insert in cm9_driver_upd_param and run Job to syc prices,,, 
